chrom	chromStart	chromEnd	name
chr4	20733661	20734354	EF-hand_1
chr4	20733664	20734345	EF-hand_6
chr4	20734384	20736307	EF-hand_1
chr4	20734387	20736298	EF-hand_6
chr4	20734390	20751305	EF-hand_8
chr4	20734393	20736298	EF-hand_5
chr4	20736346	20760504	EF-hand_8
chr4	20736346	20751332	EF-hand_5
chr4	22390404	22404356	7tm_2
chr4	22414807	22414927	GPS
chr4	22439943	22444454	I-set
chr4	22446743	22475459	LRR_5
chr4	22446752	22517155	LRR_8
chr4	22456505	22463373	LRR_1
chr4	22456529	22475405	LRR_4
chr4	23803428	23803953	RRM_1
chr4	24529639	24534522	OB_NTP_bind
chr4	24538701	24541902	HA2
chr4	24543552	24556416	Helicase_C
chr4	24556539	24577928	DEAD
chr4	24801365	24801773	Sod_Cu
chr4	24810417	24878307	DUF2353
chr4	25005231	25005357	EPTP
chr4	25005363	25005492	EPTP
chr4	25005504	25005633	EPTP
chr4	25005639	25005780	EPTP
chr4	25005792	25013981	EPTP
chr4	25013996	25019611	EPTP
chr4	25019758	25032126	LRR_8
chr4	25019773	25030184	LRR_5
chr4	25125681	25161879	SepSecS
chr4	25254058	25278644	PI3_PI4_kinase
chr4	25314542	25315786	zf-GRF
chr4	25334973	25363498	N6-adenineMlase
chr4	25379127	25384998	ANAPC4_WD40
chr4	25392631	25407214	ANAPC4
chr4	25665900	25669590	Na_Pi_cotrans
chr4	25674821	25677801	Na_Pi_cotrans
chr4	25766953	25769150	Sel1
chr4	25780780	25783935	Sel1
chr4	25784037	25789872	Sel1
chr4	25789899	25792088	Sel1
chr4	25804081	25806225	Sel1
chr4	25915938	25930783	DUF4538
chr4	26407839	26422346	LAG1-DNAbind
chr4	26422346	26431576	BTD
chr4	26483397	26491062	7TM_GPCR_Srsx
chr4	26483436	26491047	7tm_1
chr4	26483787	26491068	7TM_GPCR_Srx
chr4	26484835	26491077	7tm_4
chr4	26491077	26491889	CholecysA-Rec_N
chr4	27009205	27010470	SOAR
chr4	30723143	30723386	Cadherin_2
chr4	30723806	30723938	Cadherin
chr4	30723980	30724259	Cadherin
chr4	30724331	30724619	Cadherin
chr4	30724667	30724931	Cadherin
chr4	30724973	30725240	Cadherin
chr4	30725312	30725561	Cadherin
chr4	30725567	30726203	Protocadherin
chr4	36081843	36093622	PH
chr4	36109223	36118733	RA
chr4	36122860	36134890	RhoGAP
chr4	36150029	36160382	PH
chr4	36162119	36166650	ArfGap
chr4	36179586	36212049	PH
chr4	36230913	36231081	SAM_2
chr4	36230913	36231081	SAM_1
chr4	36345143	36345386	Death
chr4	37440946	37445272	NACHT
chr4	37590513	37592619	DUF4699
chr4	37650910	37651039	RELT
chr4	37831663	37841762	PGM_PMM_I
chr4	37841843	37847343	PGM_PMM_II
chr4	37848573	37851805	PGM_PMM_III
chr4	37857243	37857345	PGM_PMM_IV
chr4	37962055	37962586	Securin
chr4	38016567	38023263	PID
chr4	38091569	38091737	DUF3350
chr4	38104630	38126746	RabGAP-TBC
chr4	38696448	38696523	zf-C2H2
chr4	38698713	38698788	zf-C2H2
chr4	38698803	38698875	zf-C2H2_6
chr4	38698803	38698872	zf-C2H2
chr4	38774871	38775306	TIR
chr4	38775009	38775303	TIR_2
chr4	38775489	38775561	LRRCT
chr4	38776821	38776923	LRR_4
chr4	38776824	38776998	LRR_8
chr4	38777001	38777058	LRR_1
chr4	38798118	38798544	TIR
chr4	38798247	38798535	TIR_2
chr4	38798721	38798793	LRRCT
chr4	38798949	38799120	LRR_8
chr4	38800077	38800248	LRR_8
chr4	38828727	38829165	TIR
chr4	38828865	38829162	TIR_2
chr4	38829348	38829420	LRRCT
chr4	38829576	38829747	LRR_8
chr4	38830695	38830866	LRR_8
chr4	38830719	38830791	LRR_1
chr4	38830755	38830800	LRR_6
chr4	38893390	38916646	DUF719
chr4	38987986	39000503	TMEM156
chr4	39064644	39083689	BTB
chr4	39083704	39098323	BACK
chr4	39098458	39104971	Kelch_1
chr4	39104974	39105112	Kelch_1
chr4	39104977	39105112	Kelch_6
chr4	39104986	39105109	Kelch_2
chr4	39104989	39105109	Kelch_4
chr4	39105118	39109310	Kelch_1
chr4	39109313	39114736	Kelch_2
chr4	39109313	39114739	Kelch_1
chr4	39109325	39114736	Kelch_4
chr4	39109331	39114748	Kelch_6
chr4	39114742	39116824	Kelch_1
chr4	39114754	39122641	Kelch_6
chr4	39116836	39122641	Kelch_1
chr4	39116839	39122641	Kelch_2
chr4	39116845	39122641	Kelch_4
chr4	39116857	39122671	Kelch_3
chr4	39226545	39229892	WD40_3
chr4	39291626	39301709	RFC1
chr4	39304374	39308268	AAA
chr4	39313115	39314545	BRCT
chr4	39313142	39314503	PTCB-BRCT
chr4	39408803	39436126	Glyco_hydro_1
chr4	39436174	39439534	Glyco_hydro_1
chr4	39439564	39450069	Glyco_hydro_1
chr4	39456207	39458122	Ribosomal_L6
chr4	39459208	39460026	Ribosomal_L6
chr4	39460746	39465165	LIAS_N
chr4	39466674	39472857	Radical_SAM
chr4	39505530	39507281	UDPG_MGDP_dh_C
chr4	39507350	39511996	UDPG_MGDP_dh
chr4	39512065	39523117	UDPG_MGDP_dh_N
chr4	39739084	39776541	Prok-E2_B
chr4	39779382	39780042	UBA
chr4	40044959	40045163	4HBT
chr4	40144361	40146323	DUF1771
chr4	40146347	40154515	Smr
chr4	40245015	40245498	Arf
chr4	40245021	40245366	Roc
chr4	40245021	40245516	Ras
chr4	40337872	40351241	Neur_chan_LBD
chr4	40351262	40356519	Neur_chan_memb
chr4	40439956	40440097	RRM_5
chr4	40439977	40440169	RRM_1
chr4	40440268	40440454	RRM_1
chr4	40440499	40440694	RRM_1
chr4	40778161	40800889	Methyltr_RsmB-F
chr4	40818255	40827949	PID
chr4	40946962	40947049	WW
chr4	41259005	41270030	Peptidase_C12
chr4	41621269	41648295	DUF4757
chr4	41635694	41648295	DUF4757
chr4	41691565	41694397	LIM
chr4	41748303	41749500	Homeobox
chr4	42041053	42072640	Cation_efflux
chr4	42119675	42122218	BEN
chr4	42400145	42403270	Shisa
chr4	42424894	42466939	PhoLip_ATPase_C
chr4	42509033	42576724	Hydrolase
chr4	42526840	42554585	Cation_ATPase
chr4	42626609	42629055	PhoLip_ATPase_N
chr4	42964938	42965145	Glutaredoxin
chr4	44450114	44450405	BTB_2
chr4	44624502	44631560	Yip1
chr4	44682487	44688038	GTP_EFTU
chr4	44682508	44684428	MMR_HSR1
chr4	44682778	44688035	Ras
chr4	44688593	44690099	GTP_EFTU_D2
chr4	44696486	44700680	LepA_C
chr4	44709832	44724185	Glucosamine_iso
chr4	46053455	46060321	Neur_chan_memb
chr4	46060342	46099278	Neur_chan_LBD
chr4	46305585	46388151	Neur_chan_LBD
chr4	46736969	46737206	COX7B
chr4	46930292	46976252	Neur_chan_memb
chr4	46973205	46994905	Neur_chan_LBD
chr4	47405640	47428017	Neur_chan_memb
chr4	47453667	47458626	COMM_domain
chr4	47514749	47517571	PhoLip_ATPase_N
chr4	47525029	47538741	E1-E2_ATPase
chr4	47560031	47560268	Cation_ATPase
chr4	47597776	47625724	Trypsin
chr4	47597890	47625640	Trypsin_2
chr4	47625748	47644004	SRCR_2
chr4	47645163	47645268	Ldl_recept_a
chr4	47655570	47663728	Ldl_recept_a
chr4	47663770	47667275	Fz
chr4	47679961	47680057	Ldl_recept_a
chr4	47682158	47682266	Ldl_recept_a
chr4	47685748	47695095	Ldl_recept_a
chr4	47746476	47765598	Fz
chr4	47857120	47857174	zf-NF-X1
chr4	47877202	47877250	zf-NF-X1
chr4	47880577	47880631	zf-NF-X1
chr4	47887541	47887574	zf-NF-X1
chr4	47887604	47887634	zf-NF-X1
chr4	47887996	47892684	zf-NF-X1
chr4	47892693	47896223	zf-NF-X1
chr4	47898542	47898599	zf-NF-X1
chr4	47900020	47900077	zf-NF-X1
chr4	47900854	47901012	zf-NF-X1
chr4	47901117	47901420	zf-NF-X1
chr4	47938518	47938728	CLZ
chr4	47938749	47939019	cNMP_binding
chr4	47939292	47944116	Ion_trans
chr4	48027239	48038033	Mg_trans_NIPA
chr4	48032165	48036991	EamA
chr4	48069683	48088625	Pkinase_Tyr
chr4	48069683	48088619	Pkinase
chr4	48112586	48114439	SH3_9
chr4	48112598	48114442	SH3_1
chr4	48139474	48147570	Pkinase_Tyr
chr4	48139477	48147564	Pkinase
chr4	48151589	48158750	SH2
chr4	48165750	48169910	SH3_9
chr4	48165762	48169913	SH3_1
chr4	48172277	48172364	BTK
chr4	48172388	48230613	PH
chr4	48384790	48384823	RNA_pol_Rpb1_R
chr4	48485911	48490497	SBF
chr4	48494794	48496210	zf-3CxxC
chr4	48533316	48542664	MOR2-PAG1_C
chr4	48545832	48548136	MOR2-PAG1_mid
chr4	48549718	48551497	MOR2-PAG1_mid
chr4	48559030	48559505	MOR2-PAG1_mid
chr4	48559628	48566062	MOR2-PAG1_mid
chr4	48584552	48621353	MOR2-PAG1_N
chr4	48835428	48852049	OCIA
chr4	52765451	52779726	Cullin_binding
chr4	52864061	52869469	LRR_8
chr4	52864076	52869544	LRR_5
chr4	52869472	52869541	LRR_1
chr4	52883392	52883521	LRR_8
chr4	52890173	52899680	Sarcoglycan_1
chr4	52943077	52948655	MIEAP
chr4	53728776	53731690	Roc
chr4	53728776	53731828	Ras
chr4	53728776	53731684	MMR_HSR1
chr4	53728776	53731780	FeoB_N
chr4	54256749	54257258	Fip1
chr4	54319170	54324863	NESP55
chr4	54327100	54327738	PDZ
chr4	54343047	54344873	PDZ
chr4	54347991	54362396	PDZ
chr4	54362471	54364960	PDZ
chr4	54439938	54440049	zf-C3HC4
chr4	54439971	54440049	zf-RING_UBOX
chr4	54852942	54853041	Ribosomal_L21e
chr4	54880054	54915459	Erf4
chr4	54967780	54967951	Homeobox
chr4	55127323	55127533	ig
chr4	55131123	55133614	I-set
chr4	55133765	55136893	I-set
chr4	55133768	55136872	Ig_3
chr4	55141133	55155245	Pkinase_Tyr
chr4	55141139	55144593	Pkinase
chr4	55151545	55155239	Pkinase
chr4	55565809	55570015	Ig_3
chr4	55565824	55570045	ig
chr4	55565833	55570054	I-set
chr4	55593698	55603413	Pkinase_Tyr
chr4	55593707	55595568	Pkinase
chr4	55598080	55603410	Pkinase
chr4	55955064	55964313	Pkinase_Tyr
chr4	55955067	55958864	Pkinase
chr4	55961764	55964304	Pkinase
chr4	55968079	55968664	I-set
chr4	55968109	55968664	Ig_2
chr4	55968112	55968640	ig
chr4	55968112	55968664	Ig_3
chr4	55970861	55971146	Ig_3
chr4	55976594	55976894	I-set
chr4	55976618	55976891	Ig_3
chr4	55979486	55980406	I-set
chr4	55979516	55980403	ig
chr4	55979516	55980406	Ig_3
chr4	56233786	56236255	Steroid_dh
chr4	56277867	56283318	UPF0016
chr4	56284074	56291580	UPF0016
chr4	56319292	56322440	PAS_11
chr4	56319854	56322401	PAS_3
chr4	56329882	56342150	PAS
chr4	56329894	56336967	PAS_9
chr4	56344988	56345811	HLH
chr4	56422843	56448314	Phosducin
chr4	56465339	56471453	NMU
chr4	56697561	56703355	Sec3-PIP2_bind
chr4	56724582	56730500	Sec3-PIP2_bind
chr4	57173712	57179524	DUF4592
chr4	57204855	57209009	PQQ_3
chr4	57209090	57215447	PQQ_2
chr4	57211298	57211415	PQQ_3
chr4	57216041	57217528	PP-binding
chr4	57220240	57250441	AMP-binding
chr4	57262893	57266964	Pribosyltran
chr4	57269236	57272756	GATase_7
chr4	57269239	57272825	GATase_6
chr4	57269516	57272810	GATase_4
chr4	57307845	57316805	SAICAR_synt
chr4	57318064	57325638	AIRC
chr4	57333900	57340333	SRP_TPR_like
chr4	57340475	57342841	TPR_8
chr4	57344589	57344767	TPR_8
chr4	57357687	57366787	SRP72
chr4	57377503	57389967	Arf
chr4	57425591	57441779	THEG
chr4	57450705	57462740	THEG
chr4	57462794	57467195	THEG
chr4	57467201	57469477	THEG
chr4	57514927	57522142	Homeobox
chr4	57676307	57677933	Kazal_2
chr4	57676307	57677954	Kazal_1
chr4	57777629	57777698	zf-C2H2
chr4	57785963	57796008	zf-H2C2_5
chr4	57785963	57786032	zf-C2H2
chr4	57796017	57796095	zf-H2C2_5
chr4	57839325	57842731	MMR_HSR1
chr4	57856932	57873087	RNA_pol_Rpb2_1
chr4	57861440	57871850	RNA_pol_Rpb2_2
chr4	57873165	57876961	RNA_pol_Rpb2_3
chr4	57877164	57881754	RNA_pol_Rpb2_4
chr4	57883209	57883353	RNA_pol_Rpb2_5
chr4	57883371	57896370	RNA_pol_Rpb2_6
chr4	57896373	57897145	RNA_pol_Rpb2_7
chr4	57898625	57907097	I-set
chr4	57898634	57907055	ig
chr4	57898664	57907097	Ig_3
chr4	57976049	57976187	Kazal_2
chr4	57976088	57976178	Kazal_1
chr4	57976256	57976424	IGFBP
chr4	62598494	62599250	OLF
chr4	62758582	62761525	HRM
chr4	62813838	62813973	GPS
chr4	62845304	62897298	7tm_2
chr4	62903478	62910266	Latrophilin
chr4	62935828	62936623	Latrophilin
chr4	65145792	65175567	Steroid_dh
chr4	66201705	66231674	Pkinase_Tyr
chr4	66201711	66231671	Pkinase
chr4	66231683	66270162	EphA2_TM
chr4	66280032	66286278	fn3
chr4	66356152	66356422	fn3
chr4	66467569	66509143	Ephrin_lbd
chr4	68338334	68355789	CENP-C_C
chr4	68374782	68380350	CENP-C_mid
chr4	68380359	68409913	CENP_C_N
chr4	68424605	68442953	PH
chr4	68449301	68456665	SH2
chr4	68484744	68488918	E1_UFD
chr4	68489872	68511721	ThiF
chr4	68490771	68500188	UBA_e1_thiolCys
chr4	68527927	68530924	E1_4HB
chr4	68530927	68534389	E1_FCCH
chr4	68606215	68619834	7tm_1
chr4	68688075	68699055	Trypsin
chr4	68688177	68698974	Trypsin_2
chr4	68693036	68699022	DUF1986
chr4	68703908	68719887	SEA
chr4	68777080	68788600	Trypsin
chr4	68795619	68810344	SEA
chr4	68919647	68934466	Trypsin
chr4	68928319	68928637	C2
chr4	68930457	68934439	DUF1986
chr4	69093649	69097054	Trypsin
chr4	69100214	69101976	SEA
chr4	69188591	69197880	YTH
chr4	69342022	69362501	Trypsin
chr4	69342055	69343297	DUF1986
chr4	69403354	69434133	UDPGT
chr4	69416396	69416597	Glyco_tran_28_C
chr4	69512833	69536267	UDPGT
chr4	69513082	69519957	Glyco_tran_28_C
chr4	69681803	69696582	UDPGT
chr4	69693066	69696330	Glyco_tran_28_C
chr4	69795551	69817409	UDPGT
chr4	69795791	69796466	Glyco_tran_28_C
chr4	69870456	69885902	UDPGT
chr4	69870708	69874642	Glyco_tran_28_C
chr4	69962307	69978439	UDPGT
chr4	69973837	69978196	Glyco_tran_28_C
chr4	70066172	70080371	UDPGT
chr4	70066424	70070347	Glyco_tran_28_C
chr4	70146287	70160512	UDPGT
chr4	70156329	70160269	Glyco_tran_28_C
chr4	70346606	70351125	Glyco_tran_28_C
chr4	70455101	70513302	UDPGT
chr4	70455350	70460400	Glyco_tran_28_C
chr4	70592832	70620824	Sulfotransfer_1
chr4	70707738	70723254	Sulfotransfer_1
chr4	70823036	70823282	Casein
chr4	70865389	70866657	Statherin
chr4	71007108	71008234	Casein
chr4	71062305	71068899	ODAM
chr4	71096962	71099892	FDC-SP
chr4	71113540	71115170	Casein_kappa
chr4	71200756	71201941	CABS1
chr4	71227832	71255559	PROL5-SMR
chr4	71250227	71255559	PROL5-SMR
chr4	71265002	71275348	PROL5-SMR
chr4	71388471	71398173	Amelotin
chr4	71458087	71468517	Amelin
chr4	71468538	71472444	Amelin
chr4	71507779	71510482	Enamelin
chr4	71522048	71527927	Ig_J_chain
chr4	71555084	71555324	Sas10_Utp3
chr4	71555609	71555828	Sas10
chr4	71628363	71634357	RUN
chr4	71691022	71691885	RRM_1
chr4	71859621	71895083	dNK
chr4	72620703	72629171	Serum_albumin
chr4	72629529	72635097	Serum_albumin
chr4	73154471	73156589	TSP_1
chr4	73156604	73156769	TSP_1
chr4	73161381	73164027	TSP_1
chr4	73164102	73175153	ADAM_spacer1
chr4	73178113	73179473	TSP_1
chr4	73184393	73205279	Reprolysin
chr4	73185122	73205303	Reprolysin_5
chr4	73185146	73205246	Reprolysin_2
chr4	73185149	73205297	Reprolysin_4
chr4	73185173	73205234	Reprolysin_3
chr4	73957974	73959941	KH_1
chr4	73981600	73986600	Ank_2
chr4	73981603	73985943	Ank_4
chr4	73984440	73984536	Ank
chr4	73984449	73984536	Ank_3
chr4	73985883	73986048	Ank_4
chr4	73985964	73986783	Ank_2
chr4	73985964	73986051	Ank
chr4	73986609	73986690	Ank
chr4	73986630	73987416	Ank_4
chr4	73986705	73986795	Ank
chr4	73986708	73986795	Ank_3
chr4	73986807	73987419	Ank
chr4	73986810	73990674	Ank_2
chr4	73987440	73990671	Ank
chr4	73987458	73991014	Ank_4
chr4	73990650	73990960	Ank_5
chr4	73990686	74000845	Ank_2
chr4	73990686	73990918	Ank
chr4	73990921	73991014	Ank
chr4	74008030	74008458	Ank_2
chr4	74008036	74008446	Ank_4
chr4	74008365	74008449	Ank
chr4	74008461	74010531	Ank
chr4	74008464	74014695	Ank_2
chr4	74008470	74010531	Ank_3
chr4	74010546	74012561	Ank_3
chr4	74010546	74012561	Ank
chr4	74012498	74014596	Ank_4
chr4	74012537	74014641	Ank_5
chr4	74012567	74014599	Ank
chr4	74012573	74014602	Ank_3
chr4	74013054	74014677	Ank_4
chr4	74013093	74014641	Ank_5
chr4	74013126	74014599	Ank
chr4	74013129	74014695	Ank_2
chr4	74014635	74017173	Ank_4
chr4	74014710	74019714	Ank_2
chr4	74014710	74017173	Ank
chr4	74014713	74017173	Ank_3
chr4	74017212	74019729	Ank_4
chr4	74019636	74019735	Ank
chr4	74019645	74021876	Ank_2
chr4	74019717	74021441	Ank_5
chr4	74019738	74021348	Ank
chr4	74019768	74021441	Ank_4
chr4	74021354	74021441	Ank
chr4	74270843	74280875	Serum_albumin
chr4	74276079	74280875	Serum_albumin
chr4	74282020	74285347	Serum_albumin
chr4	74302884	74308136	Serum_albumin
chr4	74309111	74315172	Serum_albumin
chr4	74349662	74352807	Serum_albumin
chr4	74353488	74361140	Serum_albumin
chr4	74363416	74367627	Serum_albumin
chr4	74441990	74442206	Nore1-SARAH
chr4	74442350	74448001	RA
chr4	74607290	74607738	IL8
chr4	74702712	74702992	IL8
chr4	74719525	74719824	IL8
chr4	74735408	74735698	IL8
chr4	74846932	74847234	IL8
chr4	74853018	74853334	IL8
chr4	74863739	74864023	IL8
chr4	74903820	74904107	IL8
chr4	74964325	74964616	IL8
chr4	75040235	75065566	THF_DHG_CYH
chr4	76415872	76417119	zf-RING_2
chr4	76415889	76417119	zf-C3HC4_2
chr4	76415889	76417116	zf-C3HC4
chr4	76415895	76417116	zf-RING_UBOX
chr4	76434079	76439439	zf-CHY
chr4	76440674	76442168	THAP
chr4	76489328	76489643	DUF4721
chr4	76571530	76572273	RRM_1
chr4	76582150	76587179	NTF2
chr4	76711344	76725337	Uso1_p115_head
chr4	76727719	76734565	Uso1_p115_C
chr4	76781915	76785635	EF-hand_7
chr4	76781924	76781975	EF-hand_5
chr4	76782035	76787356	EF-hand_8
chr4	76782035	76785632	EF-hand_1
chr4	76782044	76785629	EF-hand_5
chr4	76809412	76811280	PPP5
chr4	76813069	76813126	IQ
chr4	76841127	76857384	CBAH
chr4	76861251	76862009	NAAA-beta
chr4	76871914	76882418	SDA1
chr4	76897142	76903097	NUC130_3NT
chr4	76925970	76927404	IL8
chr4	76943532	76943947	IL8
chr4	76955966	76956472	IL8
chr4	77002991	77003663	ART
chr4	77038900	77053685	Nup54
chr4	77084407	77134663	CD36
chr4	77138835	77184991	FAM47
chr4	77230862	77231132	CBM_20
chr4	77234325	77324360	CCDC158
chr4	77661975	77662524	ASD1
chr4	77677902	77700207	ASD2
chr4	77816872	77817034	Ank_5
chr4	77816899	77817127	Ank_2
chr4	77816899	77816998	Ank
chr4	77816932	77817109	Ank_4
chr4	77917661	77941794	Septin
chr4	77917679	77932912	MMR_HSR1
chr4	78080567	78082056	Cyclin_N
chr4	78528885	78531840	IL8
chr4	78694292	78695829	LRR_8
chr4	78695709	78695760	LRR_1
chr4	78695712	78695832	LRR_4
chr4	78695724	78695763	LRR_6
chr4	78804603	78873683	Ribosomal_L1
chr4	79176400	79186223	VWC
chr4	79186235	79188439	VWC
chr4	79188457	79199853	VWC
chr4	79207641	79238541	Furin-like
chr4	79300890	79305243	Cadherin_3
chr4	79305270	79308810	Cadherin_3
chr4	79308825	79334128	Cadherin_3
chr4	79334155	79343102	Cadherin_3
chr4	79350268	79353614	Cadherin_3
chr4	79353632	79360122	Cadherin_3
chr4	79360140	79366824	Cadherin_3
chr4	79366833	79369373	Cadherin_3
chr4	79369424	79372999	Cadherin_3
chr4	79373020	79385290	Cadherin_3
chr4	79385596	79387550	Cadherin_3
chr4	79391146	79394680	Cadherin_3
chr4	79394728	79399067	Calx-beta
chr4	79399106	79400748	Calx-beta
chr4	79400802	79403616	Calx-beta
chr4	79403661	79418030	Calx-beta
chr4	79418087	79428654	Calx-beta
chr4	79494384	79503393	Annexin
chr4	79503411	79512771	Annexin
chr4	79516579	79518567	Annexin
chr4	79522695	79531251	Annexin
chr4	79697850	79780784	Pkinase_Tyr
chr4	79697856	79780784	Pkinase
chr4	79832377	79833184	BMP2K_C
chr4	79841779	79856430	HlyIII
chr4	80246581	80246908	Acetyltransf_10
chr4	80246638	80246830	FR47
chr4	80246659	80246908	Acetyltransf_1
chr4	80246662	80246905	Acetyltransf_7
chr4	80327956	80328532	FGGY_C
chr4	80328556	80329315	FGGY_N
chr4	80929764	80957177	Anth_Ig
chr4	80975470	80993585	VWA
chr4	80976549	80993582	VWA_2
chr4	81124494	81124566	zf-C2H2_6
chr4	81124614	81124680	zf-C2H2_4
chr4	81124614	81124680	zf-C2H2
chr4	81188236	81207667	FGF
chr4	81952591	81967244	TGFb_propeptide
chr4	81967679	81974684	TGF_beta
chr4	82065468	82074875	cNMP_binding
chr4	82090860	82096016	cNMP_binding
chr4	82355111	82369252	RasGEF
chr4	82377837	82380548	RasGEF_N
chr4	83278024	83279889	RRM_7
chr4	83278486	83279883	RRM_1
chr4	83279931	83280785	RRM_1
chr4	83279946	83280791	RRM_7
chr4	83280791	83294831	CBFNT
chr4	83348433	83349248	RRM_7
chr4	83348609	83349242	RRM_1
chr4	83349290	83349592	RRM_1
chr4	83406762	83425786	Frag1
chr4	83765554	83770058	DUF3824
chr4	83774743	83778269	Sec16_C
chr4	83821967	83826072	THAP
chr4	83827728	83838529	Tnp_P_element
chr4	83852247	83857190	TCR
chr4	83857467	83858417	TCR
chr4	83984314	83996470	PCI
chr4	84185468	84200247	UbiA
chr4	84227451	84240527	Glyco_hydro_79n
chr4	84353332	84361131	Helicase_C
chr4	84364717	84370091	DEAD
chr4	84379555	84382281	Ribosomal_S18
chr4	84509435	84518665	Acyltransferase
chr4	85414666	85416959	Homeobox
chr4	85530597	85566473	CTP_transf_1
chr4	85594059	85598461	FYVE
chr4	85609316	85609415	WD40
chr4	85614158	85630457	Beach
chr4	85634391	85638123	PH_BEACH
chr4	85696064	85701332	DUF4704
chr4	86863283	86898819	RhoGAP
chr4	87022307	87028489	Kdo
chr4	87653786	87655508	FERM_N
chr4	87655595	87662825	FERM_M
chr4	87662843	87666256	FERM_C
chr4	87679468	87680198	PDZ
chr4	87680201	87685829	PTN13_u3
chr4	87690935	87691298	PDZ
chr4	87695540	87696410	PDZ
chr4	87696479	87696776	PDZ
chr4	87726485	87735641	Y_phosphatase
chr4	87749270	87770154	SBF
chr4	87808915	87812673	DUF4522
chr4	87967321	88056832	AF-4
chr4	88084775	88085142	Kelch_2
chr4	88084775	88085142	Kelch_1
chr4	88085136	88091279	Kelch_6
chr4	88085136	88091246	Kelch_3
chr4	88085151	88091282	Kelch_2
chr4	88085154	88091282	Kelch_1
chr4	88091288	88091631	Kelch_1
chr4	88091616	88091733	Kelch_3
chr4	88091625	88091766	Kelch_6
chr4	88091634	88097910	Kelch_1
chr4	88091637	88091739	Kelch_4
chr4	88091637	88097910	Kelch_2
chr4	88097916	88099662	Kelch_1
chr4	88099665	88104355	Kelch_1
chr4	88104496	88106663	BACK
chr4	88106684	88116514	BTB
chr4	88234985	88243867	adh_short_C2
chr4	88234985	88243882	adh_short
chr4	88235108	88243879	KR
chr4	88278441	88312096	adh_short_C2
chr4	88278444	88312111	adh_short
chr4	88278564	88312108	KR
chr4	88370357	88379101	NUDIX
chr4	88400597	88403707	SPARC_Ca_bdg
chr4	88411428	88411941	Kazal_2
chr4	88411428	88411956	Kazal_1
chr4	88411959	88412025	FOLN
chr4	88577644	88584469	DMP1
chr4	88723561	88733050	BSP_II
chr4	88766308	88766788	Osteoregulin
chr4	88898216	88904045	Osteopontin
chr4	88957463	88983099	PKD_channel
chr4	88967893	88983108	Ion_trans
chr4	89015790	89034523	ABC2_membrane
chr4	89042836	89053777	ABC_tran
chr4	89183851	89199393	PP2C
chr4	89186170	89199441	PP2C_2
chr4	89300151	89300235	RCC1_2
chr4	89300196	89304443	RCC1
chr4	89304410	89304491	RCC1_2
chr4	89304449	89306720	RCC1
chr4	89306678	89311844	RCC1_2
chr4	89311808	89311955	RCC1
chr4	89311973	89314728	RCC1
chr4	89314686	89317208	RCC1_2
chr4	89317166	89318018	RCC1
chr4	89352376	89363585	HECT
chr4	89381273	89383326	RCC1_2
chr4	89383287	89383437	RCC1
chr4	89383398	89383485	RCC1_2
chr4	89383443	89384768	RCC1
chr4	89385005	89388225	RCC1
chr4	89385113	89388279	RCC1_2
chr4	89388240	89389543	RCC1
chr4	89414225	89427026	HECT
chr4	89442727	89442922	PIG-Y
chr4	89443113	89444701	Trm112p
chr4	89527079	89527169	RCC1_2
chr4	89527127	89571061	RCC1
chr4	89571019	89571109	RCC1_2
chr4	89571070	89573232	RCC1
chr4	89573190	89574060	RCC1_2
chr4	89573238	89574171	RCC1
chr4	89574132	89574219	RCC1_2
chr4	89574177	89575278	RCC1
chr4	89575236	89576366	RCC1_2
chr4	89576324	89577041	RCC1
chr4	89577053	89579627	RCC1
chr4	89601303	89628105	HECT
chr4	89618428	89618668	NAP
chr4	90034134	90034281	CENP-B_N
chr4	90034350	90034533	HTH_Tnp_Tc5
chr4	90034743	90035280	DDE_1
chr4	90168948	90169320	GRIN_C
chr4	90872769	90872862	EGF
chr4	90872784	90872838	hEGF
chr4	90874185	90874557	C1q
chr4	94145770	94159611	ANF_receptor
chr4	94750554	94750710	HLH
chr4	95191882	95198205	ResIII
chr4	95191933	95200141	SNF2_N
chr4	95201826	95206111	ERCC3_RAD25_C
chr4	95201892	95204446	Helicase_C
chr4	95220648	95229844	GST_C_3
chr4	95239027	95255729	GST_N_3
chr4	95239033	95255768	GST_N
chr4	95497114	95507587	DUF4749
chr4	95561575	95575746	LIM
chr4	95575761	95583586	LIM
chr4	95583598	95585197	LIM
chr4	96025662	96036904	Activin_recp
chr4	96046209	96051033	TGF_beta_GS
chr4	96090402	96091390	Death
chr4	96104047	96123986	UPA
chr4	96127799	96140168	ZU5
chr4	96163586	96163736	TSP_1
chr4	96166140	96166281	TSP_1
chr4	96171641	96199502	I-set
chr4	96171656	96199475	ig
chr4	96171683	96199487	Ig_3
chr4	96761493	96762378	E1_dh
chr4	99027106	99030375	SHIPPO-rpt
chr4	99049722	99055533	SHIPPO-rpt
chr4	99264315	99337975	V-ATPase_H_N
chr4	99273637	99273742	Arm
chr4	99313107	99313224	Arm
chr4	99338645	99339935	Arm
chr4	99355086	99355200	Arm
chr4	99802247	99823040	IF4E
chr4	99916928	99950065	zf-C6H2
chr4	99960592	99982402	Peptidase_M24
chr4	99993842	99997664	ADH_zinc_N
chr4	99997956	100006283	ADH_N
